Trip_ID,User_ID,Origin,Destination,Start_Date,End_Date,Duration_Days,Travel_Type,Transport_Mode,Hotel_Type,Season,Budget_INR,User_Rating,AI_Recommendation_Used,Trip_Status
T0424,U0089,Dubai,Bangkok,2025-09-27,2025-10-02,5,Romantic,Train,Luxury,Summer,32075,4.2,No,Planned
T0425,U0199,Mumbai,Bali,2025-09-26,2025-09-29,3,Leisure,Car,Standard,Spring,146311,3.9,Yes,Cancelled
T0426,U0166,Dubai,Paris,2026-06-01,2026-06-05,4,Family,Train,Luxury,Spring,145431,4.9,No,Completed
T0427,U0260,Dubai,Bali,2025-05-16,2025-05-18,2,Cultural,Cruise,Standard,Winter,43717,4.4,No,Completed
T0428,U0214,Kolkata,Tokyo,2026-09-07,2026-09-14,7,Romantic,Cruise,Hostel,Monsoon,189199,4.6,No,Cancelled
T0429,U0287,Pune,Singapore,2025-07-27,2025-08-06,10,Romantic,Flight,Resort,Spring,88672,4.4,No,Cancelled
T0430,U0067,Delhi,Bangkok,2025-04-19,2025-04-22,3,Leisure,Bus,Standard,Spring,25932,4.0,Yes,Completed
T0431,U0213,Dubai,London,2026-06-01,2026-06-07,6,Adventure,Car,Hostel,Summer,193176,3.3,Yes,Planned
T0432,U0016,Goa,Delhi,2026-07-22,2026-07-26,4,Leisure,Train,Resort,Spring,133743,3.7,No,Completed
T0433,U0208,Singapore,Tokyo,2025-11-24,2025-12-04,10,Family,Bus,Resort,Winter,194103,3.3,Yes,Planned
T0434,U0184,Delhi,Kolkata,2025-07-02,2025-07-16,14,Adventure,Train,Hostel,Autumn,37452,3.8,Yes,Completed
T0435,U0183,Agra,Goa,2025-10-12,2025-10-18,6,Leisure,Flight,Resort,Autumn,34240,3.9,Yes,Cancelled
T0436,U0203,New York,Delhi,2026-09-05,2026-09-13,8,Adventure,Train,Hostel,Winter,136794,4.1,Yes,Completed
T0437,U0200,Maldives,Kolkata,2026-11-26,2026-12-09,13,Cultural,Flight,Hostel,Spring,139544,4.0,Yes,Completed
T0438,U0268,Bangalore,Delhi,2025-05-22,2025-05-24,2,Leisure,Cruise,Luxury,Spring,193000,4.9,No,Planned
T0439,U0228,Bangalore,New York,2025-11-18,2025-11-27,9,Romantic,Flight,Luxury,Autumn,17904,3.6,Yes,Cancelled
T0440,U0252,Bangalore,Dubai,2026-10-15,2026-10-18,3,Adventure,Flight,Luxury,Summer,17145,4.7,Yes,Planned
T0441,U0201,Bangalore,Singapore,2026-01-25,2026-02-02,8,Leisure,Train,Luxury,Spring,138391,3.7,No,Cancelled
T0442,U0034,Rome,Goa,2026-02-18,2026-03-03,13,Cultural,Flight,Budget,Winter,28800,3.9,No,Planned
T0443,U0068,Chennai,Agra,2025-03-27,2025-03-31,4,Romantic,Bus,Standard,Monsoon,116034,3.2,Yes,Completed
T0444,U0010,Dubai,Pune,2025-05-20,2025-05-27,7,Leisure,Cruise,Standard,Summer,117157,4.5,No,Planned
T0445,U0080,Bangkok,Pune,2026-05-27,2026-06-05,9,Cultural,Train,Hostel,Spring,190927,4.5,Yes,Cancelled
T0446,U0118,Chennai,Paris,2025-01-15,2025-01-26,11,Family,Car,Luxury,Autumn,183036,3.3,No,Completed
T0447,U0268,Paris,Tokyo,2025-09-27,2025-10-07,10,Adventure,Flight,Luxury,Spring,10246,4.4,Yes,Cancelled
T0448,U0097,Bangalore,Tokyo,2026-04-07,2026-04-15,8,Adventure,Train,Standard,Autumn,20547,3.5,Yes,Completed
T0449,U0068,Chennai,Jaipur,2025-11-21,2025-12-04,13,Family,Car,Luxury,Autumn,96569,4.6,No,Cancelled
T0450,U0273,Chennai,Singapore,2026-02-17,2026-02-23,6,Family,Car,Luxury,Autumn,95015,3.1,No,Cancelled
T0451,U0228,Jaipur,Kolkata,2026-06-16,2026-06-30,14,Romantic,Train,Resort,Winter,147727,4.8,No,Completed
T0452,U0288,Paris,New York,2026-03-19,2026-03-30,11,Adventure,Bus,Luxury,Autumn,164088,4.6,No,Completed
T0453,U0134,New York,Jaipur,2026-02-09,2026-02-13,4,Romantic,Bus,Resort,Monsoon,147687,3.7,Yes,Completed
T0454,U0027,Goa,Delhi,2025-09-28,2025-10-09,11,Leisure,Car,Hostel,Monsoon,46051,3.7,Yes,Completed
T0455,U0111,Bangalore,London,2025-09-24,2025-09-29,5,Romantic,Cruise,Resort,Autumn,91455,4.1,No,Completed
T0456,U0230,Bangalore,Jaipur,2026-04-15,2026-04-22,7,Adventure,Car,Resort,Winter,112840,4.3,No,Planned
T0457,U0146,Singapore,Rome,2026-11-20,2026-11-29,9,Adventure,Train,Hostel,Summer,163018,3.7,Yes,Cancelled
T0458,U0089,London,Bangalore,2026-01-14,2026-01-26,12,Leisure,Bus,Standard,Monsoon,151879,4.1,Yes,Planned
T0459,U0252,Singapore,Goa,2025-09-09,2025-09-17,8,Romantic,Bus,Standard,Summer,42596,3.4,No,Planned
T0460,U0199,Dubai,Delhi,2025-10-08,2025-10-12,4,Business,Car,Luxury,Autumn,57606,4.4,No,Completed
T0461,U0020,New York,London,2026-06-13,2026-06-20,7,Leisure,Flight,Standard,Autumn,52443,3.3,No,Planned
T0462,U0276,Chennai,Maldives,2025-06-29,2025-07-12,13,Business,Cruise,Standard,Spring,31050,4.2,Yes,Cancelled
T0463,U0181,New York,Pune,2025-03-07,2025-03-17,10,Cultural,Car,Budget,Spring,55215,4.4,No,Completed
T0464,U0237,Bangalore,Goa,2025-05-07,2025-05-21,14,Cultural,Cruise,Budget,Spring,114451,3.6,No,Cancelled
T0465,U0276,London,Chennai,2026-07-31,2026-08-06,6,Family,Cruise,Resort,Monsoon,195639,4.3,No,Planned
T0466,U0102,New York,Bangalore,2025-07-05,2025-07-13,8,Adventure,Cruise,Resort,Monsoon,139101,4.2,Yes,Cancelled
T0467,U0057,Pune,New York,2026-11-01,2026-11-14,13,Business,Train,Resort,Autumn,186283,3.3,Yes,Cancelled
T0468,U0106,Kolkata,Bali,2025-12-16,2025-12-24,8,Romantic,Bus,Budget,Monsoon,54406,3.1,Yes,Completed
T0469,U0168,Bangalore,Jaipur,2025-12-31,2026-01-13,13,Leisure,Bus,Standard,Winter,56553,4.2,Yes,Cancelled
T0470,U0027,Paris,Chennai,2026-03-01,2026-03-04,3,Cultural,Car,Hostel,Summer,25861,3.1,No,Completed
T0471,U0051,Maldives,Dubai,2025-07-08,2025-07-14,6,Romantic,Train,Standard,Winter,47710,4.6,Yes,Planned
T0472,U0275,Bali,Rome,2025-05-02,2025-05-08,6,Cultural,Flight,Luxury,Spring,137874,4.1,Yes,Cancelled
T0473,U0262,Chennai,Agra,2025-09-12,2025-09-23,11,Business,Cruise,Luxury,Winter,109265,3.3,Yes,Cancelled
T0474,U0206,Chennai,Pune,2026-11-05,2026-11-17,12,Business,Cruise,Resort,Monsoon,142994,3.1,Yes,Completed
T0475,U0276,London,Delhi,2026-01-25,2026-02-02,8,Romantic,Cruise,Luxury,Summer,138396,3.0,No,Completed
T0476,U0052,Goa,Dubai,2026-11-08,2026-11-10,2,Adventure,Bus,Hostel,Spring,179350,3.4,Yes,Completed
T0477,U0261,Paris,Tokyo,2025-12-02,2025-12-16,14,Cultural,Cruise,Standard,Spring,108633,4.4,No,Planned
T0478,U0223,Singapore,Bali,2026-12-09,2026-12-16,7,Leisure,Cruise,Standard,Autumn,87123,3.9,Yes,Cancelled
T0479,U0140,Agra,Pune,2025-04-17,2025-04-23,6,Leisure,Train,Luxury,Monsoon,150488,3.0,No,Cancelled
T0480,U0109,Singapore,Rome,2026-07-17,2026-07-19,2,Leisure,Car,Standard,Spring,114875,3.1,Yes,Planned
T0481,U0217,Hyderabad,Singapore,2025-04-13,2025-04-23,10,Romantic,Flight,Standard,Monsoon,199059,3.9,Yes,Cancelled
T0482,U0246,Bangkok,Goa,2026-07-15,2026-07-26,11,Adventure,Cruise,Resort,Monsoon,175091,4.3,No,Completed
T0483,U0079,Tokyo,Singapore,2025-07-04,2025-07-11,7,Business,Car,Standard,Autumn,187183,5.0,Yes,Planned
T0484,U0103,Dubai,Bangalore,2026-02-15,2026-02-25,10,Leisure,Cruise,Hostel,Autumn,195093,4.6,Yes,Cancelled
T0485,U0141,Singapore,Chennai,2025-01-26,2025-02-01,6,Business,Car,Hostel,Spring,157239,4.4,No,Completed
T0486,U0144,Agra,Kolkata,2026-01-31,2026-02-07,7,Cultural,Car,Budget,Monsoon,184841,4.8,No,Planned
T0487,U0108,Chennai,Jaipur,2025-06-05,2025-06-07,2,Leisure,Flight,Standard,Spring,113976,4.6,Yes,Cancelled
T0488,U0094,Rome,Bangalore,2025-03-19,2025-03-22,3,Business,Bus,Standard,Spring,112785,4.1,No,Cancelled
T0489,U0075,New York,Jaipur,2026-04-18,2026-05-02,14,Business,Bus,Luxury,Summer,105149,3.3,Yes,Cancelled
T0490,U0047,Singapore,Paris,2025-12-08,2025-12-12,4,Cultural,Flight,Luxury,Winter,142511,4.0,No,Cancelled
T0491,U0102,Bangalore,Delhi,2025-05-03,2025-05-15,12,Leisure,Bus,Resort,Spring,121186,4.7,No,Planned
T0492,U0290,Delhi,Maldives,2026-07-21,2026-07-29,8,Adventure,Flight,Hostel,Spring,20247,4.2,Yes,Cancelled
T0493,U0039,Jaipur,Maldives,2026-07-13,2026-07-24,11,Romantic,Bus,Resort,Winter,128458,3.2,No,Planned
T0494,U0173,Jaipur,Dubai,2025-01-27,2025-01-30,3,Family,Car,Hostel,Spring,190295,4.4,No,Cancelled
T0495,U0024,Agra,Pune,2025-01-13,2025-01-24,11,Cultural,Flight,Standard,Spring,37032,3.7,Yes,Completed
T0496,U0190,Kolkata,Goa,2025-06-18,2025-06-27,9,Cultural,Car,Resort,Winter,145052,3.8,Yes,Cancelled
T0497,U0295,Kolkata,London,2025-05-02,2025-05-15,13,Cultural,Bus,Hostel,Summer,23338,5.0,No,Completed
T0498,U0078,Hyderabad,Delhi,2025-10-20,2025-11-02,13,Romantic,Train,Luxury,Winter,141980,4.2,No,Planned
T0499,U0278,Mumbai,Dubai,2025-12-06,2025-12-09,3,Adventure,Flight,Resort,Winter,101787,3.8,No,Completed
T0500,U0291,London,Tokyo,2025-08-30,2025-09-06,7,Adventure,Car,Budget,Winter,156663,3.7,Yes,Completed
T0501,U0244,Maldives,Goa,2025-06-23,2025-06-28,5,Leisure,Bus,Hostel,Autumn,167234,3.6,No,Cancelled
T0502,U0285,Pune,London,2025-11-29,2025-12-13,14,Business,Flight,Budget,Monsoon,101820,4.7,No,Planned
T0503,U0265,Bali,Maldives,2025-06-15,2025-06-28,13,Romantic,Train,Hostel,Monsoon,185365,4.0,Yes,Planned
T0504,U0148,Singapore,Bangkok,2026-10-21,2026-10-23,2,Adventure,Car,Hostel,Winter,84796,4.9,No,Completed
T0505,U0217,Jaipur,Agra,2025-01-25,2025-01-27,2,Family,Car,Luxury,Monsoon,59107,4.3,Yes,Cancelled
T0506,U0013,Pune,Tokyo,2025-10-26,2025-10-29,3,Business,Car,Resort,Summer,150594,3.5,Yes,Planned
T0507,U0244,Singapore,Bangalore,2025-06-18,2025-06-26,8,Family,Train,Resort,Summer,32873,4.6,Yes,Completed
T0508,U0270,Bangalore,Dubai,2026-05-29,2026-06-07,9,Business,Car,Budget,Spring,172893,4.9,Yes,Completed
T0509,U0100,Dubai,London,2025-08-26,2025-09-06,11,Cultural,Car,Hostel,Spring,10440,3.7,Yes,Planned
T0510,U0213,Rome,Tokyo,2025-02-13,2025-02-17,4,Romantic,Car,Hostel,Winter,94335,3.3,Yes,Completed
T0511,U0210,Bali,Kolkata,2025-06-24,2025-06-26,2,Romantic,Bus,Standard,Winter,78513,3.8,Yes,Cancelled
T0512,U0254,Singapore,Tokyo,2026-12-14,2026-12-19,5,Cultural,Cruise,Resort,Monsoon,56281,3.7,Yes,Cancelled
T0513,U0262,Hyderabad,Delhi,2026-03-10,2026-03-21,11,Business,Bus,Luxury,Winter,183285,4.2,No,Completed
T0514,U0142,Chennai,Maldives,2026-09-29,2026-10-09,10,Family,Flight,Luxury,Winter,51150,4.0,No,Cancelled
T0515,U0171,Rome,Kolkata,2026-05-23,2026-05-25,2,Family,Flight,Luxury,Summer,141506,3.5,No,Completed
T0516,U0060,Agra,Pune,2025-05-29,2025-06-08,10,Leisure,Cruise,Budget,Autumn,113912,3.6,No,Cancelled
T0517,U0012,Maldives,Mumbai,2025-09-01,2025-09-04,3,Adventure,Cruise,Hostel,Autumn,52082,4.2,No,Completed
T0518,U0255,Rome,Hyderabad,2026-11-18,2026-11-28,10,Family,Flight,Luxury,Autumn,176272,3.6,Yes,Cancelled
T0519,U0142,Pune,Goa,2025-01-30,2025-02-09,10,Adventure,Train,Resort,Autumn,194085,4.2,No,Completed
T0520,U0231,Paris,Bangalore,2025-05-01,2025-05-08,7,Cultural,Car,Luxury,Autumn,162418,4.6,Yes,Completed
T0521,U0063,Singapore,Maldives,2025-03-17,2025-03-24,7,Adventure,Bus,Budget,Autumn,129342,3.6,Yes,Cancelled
T0522,U0244,Tokyo,Pune,2025-02-06,2025-02-12,6,Romantic,Flight,Budget,Monsoon,114132,4.4,Yes,Planned
T0523,U0074,Kolkata,Maldives,2026-07-05,2026-07-11,6,Leisure,Car,Hostel,Spring,192177,3.7,No,Cancelled
T0524,U0263,New York,Chennai,2025-08-12,2025-08-17,5,Romantic,Bus,Resort,Spring,143318,3.0,Yes,Cancelled
T0525,U0245,Maldives,Bangalore,2026-03-06,2026-03-18,12,Family,Car,Resort,Spring,103709,4.6,No,Planned
T0526,U0270,Paris,Goa,2025-10-06,2025-10-16,10,Cultural,Flight,Resort,Spring,187561,3.5,Yes,Cancelled
T0527,U0269,Kolkata,Bangkok,2026-09-21,2026-09-27,6,Adventure,Car,Luxury,Winter,104075,3.3,Yes,Planned
T0528,U0238,New York,Chennai,2025-11-21,2025-11-23,2,Adventure,Cruise,Hostel,Winter,146080,4.3,No,Planned
T0529,U0176,Hyderabad,Dubai,2025-12-09,2025-12-15,6,Cultural,Cruise,Resort,Autumn,21467,4.8,No,Completed
T0530,U0106,Paris,New York,2026-06-09,2026-06-15,6,Leisure,Train,Resort,Autumn,104410,4.3,Yes,Completed
T0531,U0203,Singapore,Tokyo,2025-11-26,2025-11-30,4,Adventure,Cruise,Hostel,Spring,89637,3.5,No,Completed
T0532,U0265,Mumbai,Delhi,2025-09-21,2025-09-27,6,Cultural,Cruise,Resort,Summer,16641,4.0,No,Planned
T0533,U0278,Goa,Dubai,2025-11-02,2025-11-07,5,Business,Flight,Resort,Winter,186206,4.1,No,Planned
T0534,U0132,Goa,New York,2026-06-23,2026-07-07,14,Family,Bus,Standard,Autumn,11067,3.8,Yes,Completed
T0535,U0216,Jaipur,Dubai,2026-10-22,2026-10-25,3,Leisure,Train,Resort,Spring,97110,3.6,No,Completed
T0536,U0142,Delhi,Paris,2026-06-15,2026-06-23,8,Business,Train,Resort,Autumn,44555,4.2,No,Planned
T0537,U0298,London,Dubai,2025-12-20,2025-12-31,11,Family,Flight,Luxury,Summer,130355,3.0,Yes,Planned
T0538,U0018,Goa,Rome,2026-02-28,2026-03-11,11,Family,Bus,Hostel,Spring,193201,4.7,No,Cancelled
T0539,U0061,Tokyo,Kolkata,2026-12-17,2026-12-22,5,Business,Car,Luxury,Summer,126360,4.1,Yes,Planned
T0540,U0010,Singapore,Mumbai,2026-04-27,2026-04-29,2,Adventure,Bus,Luxury,Summer,127374,3.4,Yes,Cancelled
T0541,U0097,London,Maldives,2026-02-24,2026-03-02,6,Cultural,Bus,Resort,Winter,145360,3.9,Yes,Cancelled
T0542,U0160,Pune,Hyderabad,2026-03-17,2026-03-27,10,Leisure,Train,Hostel,Autumn,16820,3.8,No,Planned
T0543,U0153,Bangalore,Dubai,2025-05-24,2025-05-30,6,Family,Cruise,Standard,Monsoon,45342,3.2,Yes,Planned
T0544,U0036,Paris,Hyderabad,2026-02-15,2026-02-24,9,Family,Bus,Standard,Monsoon,120572,4.4,No,Cancelled
T0545,U0207,Maldives,Delhi,2025-01-25,2025-02-04,10,Family,Bus,Luxury,Monsoon,86830,4.5,No,Completed
T0546,U0021,Mumbai,London,2026-10-03,2026-10-16,13,Adventure,Cruise,Budget,Winter,147522,4.3,No,Completed
T0547,U0128,Bali,Paris,2026-10-10,2026-10-18,8,Cultural,Cruise,Budget,Summer,47851,3.4,Yes,Cancelled
T0548,U0213,Agra,Bali,2025-06-06,2025-06-13,7,Adventure,Train,Budget,Spring,100197,4.2,No,Completed
T0549,U0132,Bali,Delhi,2025-08-19,2025-08-30,11,Family,Flight,Resort,Spring,89865,4.7,Yes,Cancelled
T0550,U0113,Pune,Bangalore,2025-09-16,2025-09-24,8,Leisure,Cruise,Standard,Monsoon,123076,4.7,Yes,Planned
T0551,U0128,Mumbai,Pune,2026-07-15,2026-07-21,6,Adventure,Bus,Hostel,Winter,197658,4.1,No,Cancelled
T0552,U0008,Bangalore,Mumbai,2026-03-04,2026-03-16,12,Leisure,Bus,Resort,Monsoon,180564,3.1,Yes,Completed
T0553,U0276,Mumbai,Delhi,2026-03-22,2026-03-25,3,Cultural,Cruise,Standard,Summer,152957,3.3,Yes,Completed
T0554,U0243,Maldives,Bangalore,2026-01-08,2026-01-13,5,Cultural,Car,Budget,Summer,103057,4.4,Yes,Cancelled
T0555,U0233,Goa,Paris,2025-04-17,2025-04-20,3,Business,Train,Luxury,Monsoon,132684,4.4,Yes,Planned
T0556,U0016,Kolkata,Hyderabad,2025-05-31,2025-06-11,11,Romantic,Bus,Resort,Monsoon,154137,3.3,Yes,Cancelled
T0557,U0099,Singapore,Paris,2025-05-16,2025-05-21,5,Cultural,Flight,Budget,Autumn,151294,3.4,Yes,Completed
T0558,U0278,Paris,Pune,2025-11-08,2025-11-20,12,Adventure,Train,Hostel,Winter,16416,3.8,No,Planned
T0559,U0018,Tokyo,Agra,2026-11-06,2026-11-16,10,Leisure,Bus,Resort,Autumn,149558,3.9,No,Planned
T0560,U0085,Mumbai,London,2025-07-13,2025-07-17,4,Business,Flight,Luxury,Spring,144923,4.1,No,Completed
T0561,U0037,Dubai,Bangalore,2025-10-01,2025-10-04,3,Adventure,Bus,Hostel,Summer,25791,4.8,Yes,Cancelled
T0562,U0167,New York,Singapore,2026-04-20,2026-04-23,3,Romantic,Flight,Budget,Spring,196444,4.7,No,Cancelled
T0563,U0015,London,Jaipur,2025-03-21,2025-03-23,2,Cultural,Cruise,Luxury,Spring,113182,3.8,Yes,Completed
T0564,U0174,Jaipur,New York,2025-07-05,2025-07-12,7,Cultural,Flight,Standard,Winter,192997,4.7,Yes,Cancelled
T0565,U0232,Agra,Tokyo,2025-04-19,2025-04-22,3,Adventure,Flight,Budget,Spring,85569,4.1,No,Completed
T0566,U0208,Pune,Goa,2026-12-26,2026-12-28,2,Family,Bus,Resort,Summer,104067,3.8,Yes,Cancelled
T0567,U0299,London,Hyderabad,2025-11-03,2025-11-14,11,Family,Train,Luxury,Winter,87173,3.1,No,Cancelled
T0568,U0167,Hyderabad,Bangkok,2026-02-19,2026-03-04,13,Family,Bus,Standard,Spring,194249,3.5,No,Cancelled
T0569,U0283,Pune,Hyderabad,2026-04-10,2026-04-20,10,Family,Car,Luxury,Winter,26490,3.1,Yes,Cancelled
T0570,U0138,Chennai,Dubai,2026-11-10,2026-11-19,9,Business,Flight,Resort,Spring,83638,4.1,No,Completed
T0571,U0114,Kolkata,Rome,2025-02-26,2025-03-09,11,Adventure,Flight,Standard,Monsoon,90291,4.4,No,Planned
T0572,U0282,Singapore,Rome,2026-11-28,2026-12-08,10,Cultural,Bus,Resort,Spring,77501,4.6,Yes,Cancelled
T0573,U0009,Chennai,Kolkata,2025-10-07,2025-10-10,3,Cultural,Car,Hostel,Autumn,113841,3.5,Yes,Planned
T0574,U0163,Mumbai,Bangkok,2025-08-10,2025-08-22,12,Leisure,Train,Standard,Autumn,158317,4.1,No,Completed
T0575,U0084,Bangkok,Goa,2026-02-09,2026-02-22,13,Business,Car,Standard,Autumn,115977,4.7,Yes,Planned
T0576,U0211,Bali,Agra,2026-03-15,2026-03-24,9,Leisure,Flight,Luxury,Spring,53773,3.9,Yes,Planned
T0577,U0279,Paris,Goa,2025-02-11,2025-02-18,7,Cultural,Bus,Hostel,Monsoon,195409,4.0,Yes,Cancelled
T0578,U0013,Rome,Pune,2025-04-15,2025-04-22,7,Leisure,Flight,Resort,Spring,99451,3.4,No,Planned
T0579,U0196,Mumbai,Rome,2025-06-11,2025-06-22,11,Leisure,Flight,Resort,Autumn,27153,3.3,No,Completed
T0580,U0087,Bali,Pune,2026-01-21,2026-01-26,5,Family,Cruise,Hostel,Summer,114922,3.9,No,Cancelled
T0581,U0121,Chennai,Bangalore,2026-01-24,2026-01-26,2,Adventure,Car,Luxury,Winter,77173,3.9,Yes,Cancelled
T0582,U0152,Jaipur,Bangalore,2025-05-30,2025-06-13,14,Adventure,Car,Hostel,Summer,68528,4.6,Yes,Completed
T0583,U0135,Bali,Maldives,2026-02-19,2026-03-04,13,Cultural,Bus,Budget,Winter,185363,3.3,Yes,Planned
T0584,U0234,London,Dubai,2025-06-29,2025-07-05,6,Adventure,Bus,Luxury,Spring,96796,3.2,No,Completed
T0585,U0049,Bangalore,Goa,2026-06-07,2026-06-15,8,Cultural,Train,Luxury,Winter,198349,5.0,Yes,Cancelled
T0586,U0093,Mumbai,Pune,2026-03-13,2026-03-26,13,Adventure,Bus,Hostel,Summer,130423,4.4,Yes,Completed
T0587,U0025,Bangalore,Goa,2026-08-04,2026-08-06,2,Romantic,Bus,Luxury,Winter,115921,4.7,No,Completed
T0588,U0125,Mumbai,Singapore,2025-11-28,2025-12-11,13,Business,Cruise,Standard,Winter,69395,3.1,No,Completed
T0589,U0001,London,Singapore,2025-04-09,2025-04-20,11,Adventure,Flight,Luxury,Autumn,79393,4.7,No,Completed
T0590,U0155,Chennai,Delhi,2025-01-01,2025-01-10,9,Cultural,Bus,Resort,Spring,88763,4.1,Yes,Completed
T0591,U0282,Agra,Goa,2026-01-19,2026-01-30,11,Adventure,Train,Hostel,Monsoon,73944,4.0,No,Cancelled
T0592,U0088,Paris,Hyderabad,2026-05-28,2026-06-01,4,Cultural,Train,Budget,Autumn,14758,4.8,No,Completed
T0593,U0234,Chennai,Rome,2025-09-16,2025-09-23,7,Adventure,Train,Hostel,Monsoon,12821,4.5,Yes,Planned
T0594,U0212,Jaipur,Bangkok,2025-05-29,2025-06-02,4,Cultural,Car,Budget,Summer,178276,4.9,Yes,Completed
T0595,U0190,Paris,Maldives,2026-11-17,2026-11-21,4,Business,Car,Budget,Summer,167364,3.4,No,Planned
T0596,U0017,Agra,Chennai,2025-04-30,2025-05-11,11,Leisure,Flight,Hostel,Monsoon,43087,3.0,No,Planned
T0597,U0294,Agra,Dubai,2026-06-06,2026-06-13,7,Cultural,Train,Budget,Summer,180116,3.9,Yes,Planned
T0598,U0133,Mumbai,Bangkok,2025-10-03,2025-10-11,8,Leisure,Train,Budget,Winter,47555,3.1,Yes,Completed
T0599,U0003,Goa,Chennai,2025-08-23,2025-08-27,4,Adventure,Bus,Budget,Summer,57728,4.2,Yes,Completed
T0600,U0115,London,Bangkok,2026-03-11,2026-03-21,10,Romantic,Cruise,Budget,Autumn,31387,3.5,Yes,Completed
T0601,U0065,Bali,Bangkok,2025-09-02,2025-09-06,4,Leisure,Cruise,Hostel,Winter,101070,4.3,No,Completed
T0602,U0095,Rome,Paris,2025-07-29,2025-08-09,11,Romantic,Bus,Budget,Winter,163305,4.7,Yes,Cancelled
T0603,U0234,Hyderabad,Bali,2026-12-27,2027-01-07,11,Business,Bus,Standard,Winter,173324,5.0,Yes,Completed
T0604,U0126,Delhi,Bangalore,2025-08-12,2025-08-20,8,Family,Cruise,Luxury,Autumn,110245,4.7,No,Planned
T0605,U0115,Paris,Pune,2026-03-19,2026-03-26,7,Romantic,Flight,Standard,Monsoon,100027,3.4,Yes,Planned
T0606,U0031,Paris,Goa,2026-08-12,2026-08-22,10,Romantic,Train,Luxury,Summer,195385,4.9,Yes,Completed
T0607,U0190,Chennai,Singapore,2026-12-21,2026-12-23,2,Romantic,Bus,Budget,Autumn,187071,4.8,No,Cancelled
T0608,U0189,Bangkok,Paris,2025-07-29,2025-08-09,11,Romantic,Flight,Hostel,Summer,25784,4.7,No,Planned
T0609,U0299,Goa,Bali,2025-02-27,2025-03-12,13,Business,Flight,Budget,Summer,111457,3.4,Yes,Planned
T0610,U0232,Bangalore,Bali,2026-11-10,2026-11-15,5,Business,Cruise,Standard,Spring,183998,4.0,No,Cancelled
T0611,U0097,Rome,Bangalore,2025-05-10,2025-05-22,12,Cultural,Train,Luxury,Autumn,75555,3.7,Yes,Cancelled
T0612,U0297,Bangkok,Mumbai,2026-03-02,2026-03-12,10,Adventure,Train,Standard,Summer,119813,3.7,No,Cancelled
T0613,U0204,Bangkok,Pune,2025-12-11,2025-12-24,13,Family,Train,Luxury,Autumn,124286,4.7,No,Planned
T0614,U0172,Agra,Pune,2026-12-25,2027-01-06,12,Cultural,Cruise,Budget,Spring,131988,3.5,Yes,Planned
T0615,U0025,Delhi,London,2025-05-09,2025-05-20,11,Family,Car,Resort,Winter,158748,4.2,Yes,Cancelled
T0616,U0143,Maldives,Bali,2025-04-14,2025-04-19,5,Cultural,Flight,Luxury,Winter,174125,4.4,No,Cancelled
T0617,U0171,Goa,Mumbai,2025-12-14,2025-12-23,9,Family,Bus,Standard,Autumn,85138,4.9,Yes,Completed
T0618,U0276,Pune,Kolkata,2025-11-29,2025-12-03,4,Cultural,Car,Luxury,Monsoon,39328,4.2,Yes,Completed
T0619,U0001,London,Paris,2025-06-14,2025-06-21,7,Family,Flight,Hostel,Monsoon,44814,3.7,No,Completed
T0620,U0160,Bangalore,Bali,2025-12-28,2025-12-30,2,Romantic,Flight,Hostel,Winter,139022,4.4,No,Cancelled
T0621,U0031,Goa,Bangkok,2025-01-02,2025-01-04,2,Family,Train,Budget,Autumn,34604,3.6,No,Completed
T0622,U0271,New York,Dubai,2025-03-20,2025-04-01,12,Romantic,Car,Luxury,Spring,52517,4.5,No,Completed
T0623,U0003,Kolkata,Jaipur,2025-10-22,2025-10-26,4,Adventure,Bus,Resort,Summer,66317,4.5,Yes,Cancelled
T0624,U0203,Agra,Bangkok,2026-08-13,2026-08-15,2,Adventure,Train,Budget,Monsoon,34507,3.7,No,Cancelled
T0625,U0163,Paris,Tokyo,2026-01-04,2026-01-14,10,Family,Cruise,Resort,Winter,199038,4.7,Yes,Completed
T0626,U0187,Maldives,Goa,2026-06-05,2026-06-08,3,Adventure,Cruise,Luxury,Autumn,197306,4.4,No,Completed
T0627,U0129,Rome,Agra,2026-03-05,2026-03-12,7,Family,Bus,Luxury,Spring,142548,4.0,Yes,Completed
T0628,U0195,Dubai,Mumbai,2025-07-06,2025-07-14,8,Romantic,Cruise,Resort,Winter,51936,4.0,No,Cancelled
T0629,U0067,Kolkata,Agra,2025-06-13,2025-06-27,14,Romantic,Bus,Standard,Monsoon,191854,3.8,Yes,Planned
T0630,U0113,Singapore,Rome,2026-06-16,2026-06-28,12,Adventure,Bus,Luxury,Monsoon,55038,4.3,Yes,Cancelled
T0631,U0143,Goa,Singapore,2026-01-21,2026-01-27,6,Business,Train,Resort,Summer,128208,4.8,No,Planned
T0632,U0178,Jaipur,Chennai,2026-10-10,2026-10-23,13,Leisure,Car,Luxury,Spring,188810,3.2,No,Planned
T0633,U0219,Bangalore,Goa,2025-01-03,2025-01-14,11,Romantic,Bus,Luxury,Autumn,70616,4.7,Yes,Planned
T0634,U0220,Jaipur,Rome,2026-04-27,2026-05-10,13,Leisure,Car,Budget,Winter,52325,3.7,No,Cancelled
